Weekend_Dates,Days,Movie_Name,Revenue,Viewers,Shows,Average_Revenue_Per_Show,Average_Viewers_Per_Show,Revenue_Share,Shows_Share
06.10 - 09.10.2016,3,Петербург. Только по любви,1467787,5561,203,7230,27,0.22%,0.22%
06.10 - 09.10.2016,3,МУЛЬТ в кино. Выпуск № 37,1484884,12585,900,1649,13,0.23%,0.96%
06.10 - 09.10.2016,3,Имущество с хвостом,1512241,5643,909,1663,6,0.23%,0.97%
06.10 - 09.10.2016,3,Принцесса-лягушка,2003583,10240,915,2189,11,0.30%,0.98%
06.10 - 09.10.2016,3,Зачинщики. Перевод Гоблина,2147321,6881,376,5710,18,0.33%,0.40%
06.10 - 09.10.2016,3,Нерв,3000127,13885,661,4538,21,0.46%,0.71%
06.10 - 09.10.2016,3,Тайная жизнь домашних животных. Миньоны против газона,3134793,15781,666,4706,23,0.48%,0.71%
06.10 - 09.10.2016,3,Бриджит Джонс 3,6910669,22881,1025,6742,22,1.05%,1.10%
29.09 - 02.10.2016,3,Сноуден,1237348,4165,204,6065,20,0.19%,0.22%
29.09 - 02.10.2016,3,Чудо на Гудзоне,1251921,5541,239,5238,23,0.19%,0.26%
29.09 - 02.10.2016,3,Петербург. Только по любви,1467787,5561,203,7230,27,0.22%,0.22%
29.09 - 02.10.2016,3,МУЛЬТ в кино. Выпуск № 37,1484884,12585,900,1649,13,0.23%,0.96%
29.09 - 02.10.2016,3,Имущество с хвостом,1512241,5643,909,1663,6,0.23%,0.97%
29.09 - 02.10.2016,3,Принцесса-лягушка,2003583,10240,915,2189,11,0.30%,0.98%
29.09 - 02.10.2016,3,Зачинщики. Перевод Гоблина,2147321,6881,376,5710,18,0.33%,0.40%
29.09 - 02.10.2016,3,Нерв,3000127,13885,661,4538,21,0.46%,0.71%
29.09 - 02.10.2016,3,Тайная жизнь домашних животных. Миньоны против газона,3134793,15781,666,4706,23,0.48%,0.71%
29.09 - 02.10.2016,3,Бриджит Джонс 3,6910669,22881,1025,6742,22,1.05%,1.10%
29.09 - 02.10.2016,3,Девять жизней (2016),1300436,5494,277,4694,19,0.29%,0.29%
29.09 - 02.10.2016,3,Крейсер,1437807,5815,918,1566,6,0.32%,0.97%
29.09 - 02.10.2016,3,Дизлайк,1506105,7038,1088,1384,6,0.33%,1.15%
29.09 - 02.10.2016,3,Полный расколбас,1957179,8757,421,4648,20,0.43%,0.44%
29.09 - 02.10.2016,3,МУЛЬТ в кино. Выпуск № 37,1986109,16574,866,2293,19,0.44%,0.91%
29.09 - 02.10.2016,3,Петербург. Только по любви,2467170,9038,434,5684,20,0.55%,0.46%
29.09 - 02.10.2016,3,Она (2016),2969222,9089,530,5602,17,0.66%,0.56%
29.09 - 02.10.2016,3,Бен-Гур (2016),3079696,12734,710,4337,17,0.68%,0.75%
29.09 - 02.10.2016,3,Чудо на Гудзоне,3362409,11180,536,6273,20,0.74%,0.56%
29.09 - 02.10.2016,3,Сноуден,3899937,12715,752,5186,16,0.86%,0.79%
22.09 - 25.09.2016,3,Великолепная семерка (2016),109017553,375713,19973,5458,18,22.56%,21.00%
22.09 - 25.09.2016,3,Аисты,106348393,460425,20995,5065,21,22.00%,22.08%
22.09 - 25.09.2016,3,Жених (2016),97856829,400125,16442,5951,24,20.25%,17.29%
22.09 - 25.09.2016,3,Бриджит Джонс 3,43324424,151764,7736,5600,19,8.96%,8.13%
22.09 - 25.09.2016,3,Нерв,35841999,144450,6206,5775,23,7.42%,6.53%
22.09 - 25.09.2016,3,Сноуден,14672418,52136,2794,5251,18,3.04%,2.94%
22.09 - 25.09.2016,3,Бен-Гур (2016),12726051,52984,3043,4182,17,2.63%,3.20%
22.09 - 25.09.2016,3,Тайная жизнь домашних животных. Миньоны против газона,9948441,47689,2078,4787,22,2.06%,2.18%
22.09 - 25.09.2016,3,Крейсер,9870670,35669,3854,2561,9,2.04%,4.05%
22.09 - 25.09.2016,3,Чудо на Гудзоне,8776155,29079,1110,7906,26,1.82%,1.17%
22.09 - 25.09.2016,3,31: Праздник смерти,585113,2603,310,1887,8,0.12%,0.33%
22.09 - 25.09.2016,3,МУЛЬТ в кино. Выпуск № 36,1209197,10430,836,1446,12,0.25%,0.88%
22.09 - 25.09.2016,3,Джейсон Борн,1630596,8062,624,2613,12,0.34%,0.66%
22.09 - 25.09.2016,3,Девять жизней (2016),2012447,9621,454,4432,21,0.42%,0.48%
22.09 - 25.09.2016,3,Молодость по страховке,2452131,8452,966,2538,8,0.51%,1.02%
22.09 - 25.09.2016,3,Искусственный интеллект. Доступ неограничен,4104220,13296,1217,3372,10,0.85%,1.28%
22.09 - 25.09.2016,3,Петербург. Только по любви,4162237,14085,706,5895,19,0.86%,0.74%
22.09 - 25.09.2016,3,Она (2016),6006305,19529,1120,5362,17,1.24%,1.18%
22.09 - 25.09.2016,3,Полный расколбас,6330544,27527,1199,5279,22,1.31%,1.26%
22.09 - 25.09.2016,3,Дизлайк,6443813,26500,3444,1871,7,1.33%,3.62%
15.09 - 18.09.2016,3,31: Праздник смерти,585113,2603,310,1887,8,0.12%,0.33%
15.09 - 18.09.2016,3,МУЛЬТ в кино. Выпуск № 36,1209197,10430,836,1446,12,0.25%,0.88%
15.09 - 18.09.2016,3,Джейсон Борн,1630596,8062,624,2613,12,0.34%,0.66%
15.09 - 18.09.2016,3,Девять жизней (2016),2012447,9621,454,4432,21,0.42%,0.48%
15.09 - 18.09.2016,3,Молодость по страховке,2452131,8452,966,2538,8,0.51%,1.02%
15.09 - 18.09.2016,3,Искусственный интеллект. Доступ неограничен,4104220,13296,1217,3372,10,0.85%,1.28%
15.09 - 18.09.2016,3,Петербург. Только по любви,4162237,14085,706,5895,19,0.86%,0.74%
15.09 - 18.09.2016,3,Она (2016),6006305,19529,1120,5362,17,1.24%,1.18%
15.09 - 18.09.2016,3,Полный расколбас,6330544,27527,1199,5279,22,1.31%,1.26%
15.09 - 18.09.2016,3,Дизлайк,6443813,26500,3444,1871,7,1.33%,3.62%
08.09 - 11.09.2016,3,Бен-Гур (2016),129456929,440917,24838,5212,17,29.22%,26.76%
08.09 - 11.09.2016,3,Полный расколбас,70450103,262223,12345,5706,21,15.90%,13.30%
08.09 - 11.09.2016,3,Тайная жизнь домашних животных. Миньоны против газона,69901722,309596,12014,5818,25,15.78%,12.94%
08.09 - 11.09.2016,3,Чудо на Гудзоне,62569838,202504,10481,5969,19,14.12%,11.29%
08.09 - 11.09.2016,3,Джейсон Борн,34012182,121133,10117,3361,11,7.68%,10.90%
08.09 - 11.09.2016,3,Девять жизней (2016),13523831,58973,2663,5078,22,3.05%,2.87%
08.09 - 11.09.2016,3,Очень плохие мамочки,12144666,48366,2789,4354,17,2.74%,3.00%
08.09 - 11.09.2016,3,Все о мужчинах,10845958,42409,3767,2879,11,2.45%,4.06%
08.09 - 11.09.2016,3,Морган,10786501,42158,5480,1968,7,2.43%,5.90%
08.09 - 11.09.2016,3,Механик: Воскрешение,5376314,24301,1262,4260,19,1.21%,1.36%
08.09 - 11.09.2016,3,Светская жизнь,803675,2554,101,7957,25,0.18%,0.11%
08.09 - 11.09.2016,3,Дочь Бога,1051526,3641,617,1704,5,0.24%,0.66%
08.09 - 11.09.2016,3,Пит и его дракон,1304219,7510,288,4528,26,0.29%,0.31%
08.09 - 11.09.2016,3,Девятая жизнь Луи Дракса,1418541,5682,815,1740,6,0.32%,0.88%
08.09 - 11.09.2016,3,Гамба,1903042,9373,964,1974,9,0.43%,1.04%
08.09 - 11.09.2016,3,Монах и бес,1973090,7145,901,2189,7,0.45%,0.97%
08.09 - 11.09.2016,3,Отряд самоубийц,3017832,14504,642,4700,22,0.68%,0.69%
08.09 - 11.09.2016,3,Парни со стволами,3338203,12724,525,6358,24,0.75%,0.57%
08.09 - 11.09.2016,3,Не дыши,4139652,19368,845,4898,22,0.93%,0.91%
08.09 - 11.09.2016,3,Свет в океане,4959933,16432,1380,3594,11,1.12%,1.49%
01.09 - 04.09.2016,3,Тайная жизнь домашних животных. Миньоны против газона,190981720,850257,21788,8765,39,35.17%,21.87%
01.09 - 04.09.2016,3,Джейсон Борн,140172577,469542,27278,5138,17,25.81%,27.38%
01.09 - 04.09.2016,3,Механик: Воскрешение,35516379,131076,8156,4354,16,6.54%,8.19%
01.09 - 04.09.2016,3,Все о мужчинах,34912210,130411,8915,3916,14,6.43%,8.95%
01.09 - 04.09.2016,3,Очень плохие мамочки,32617822,119667,7271,4486,16,6.01%,7.30%
01.09 - 04.09.2016,3,Девять жизней (2016),28601621,127716,5218,5481,24,5.27%,5.24%
01.09 - 04.09.2016,3,Не дыши,27863751,109783,6162,4521,17,5.13%,6.19%
01.09 - 04.09.2016,3,Парни со стволами,11761836,42322,1654,7111,25,2.17%,1.66%
01.09 - 04.09.2016,3,Отряд самоубийц,9753547,38700,1601,6092,24,1.80%,1.61%
01.09 - 04.09.2016,3,Девятая жизнь Луи Дракса,7563111,26764,2705,2795,9,1.39%,2.72%
01.09 - 04.09.2016,3,Любовь и дружба,676642,2880,204,3316,14,0.12%,0.20%
01.09 - 04.09.2016,3,Капитан Фантастик,694608,2467,120,5788,20,0.13%,0.12%
01.09 - 04.09.2016,3,МУЛЬТ в кино. Выпуск № 35,774974,6953,707,1096,9,0.14%,0.71%
01.09 - 04.09.2016,3,Прекрасная планета 3D,1009525,4213,191,5285,22,0.19%,0.19%
01.09 - 04.09.2016,3,Ледниковый период: Столкновение неизбежно,1342296,10037,363,3697,27,0.25%,0.36%
01.09 - 04.09.2016,3,Светская жизнь,1564922,4798,188,8324,25,0.29%,0.19%
01.09 - 04.09.2016,3,Служанка (2016),2116251,7031,442,4787,15,0.39%,0.44%
01.09 - 04.09.2016,3,Ночные стражи,3889392,19217,2856,1361,6,0.72%,2.87%
01.09 - 04.09.2016,3,СПАРТА,4041639,18919,2627,1538,7,0.74%,2.64%
01.09 - 04.09.2016,3,Пит и его дракон,7162872,37248,1178,6080,31,1.32%,1.18%
25.08 - 28.08.2016,3,Тайная жизнь домашних животных. Миньоны против газона,291738402,1254158,34478,8461,36,49.38%,32.97%
25.08 - 28.08.2016,3,Механик: Воскрешение,92403641,325321,14554,6349,22,15.64%,13.92%
25.08 - 28.08.2016,3,Не дыши,55428521,212592,13456,4119,15,9.38%,12.87%
25.08 - 28.08.2016,3,Парни со стволами,48491351,177523,8225,5895,21,8.21%,7.87%
25.08 - 28.08.2016,3,Отряд самоубийц,36178307,138909,6097,5933,22,6.12%,5.83%
25.08 - 28.08.2016,3,СПАРТА,18092140,77104,8282,2184,9,3.06%,7.92%
25.08 - 28.08.2016,3,Ночные стражи,17754090,75599,10870,1633,6,3.01%,10.40%
25.08 - 28.08.2016,3,Пит и его дракон,12334640,67478,3766,3275,17,2.09%,3.60%
25.08 - 28.08.2016,3,Служанка (2016),4489728,14613,950,4726,15,0.76%,0.91%
25.08 - 28.08.2016,3,Светская жизнь,2186746,6649,295,7412,22,0.37%,0.28%
25.08 - 28.08.2016,3,Книга джунглей (2016),503910,1925,73,6902,26,0.09%,0.07%
25.08 - 28.08.2016,3,Варкрафт,532310,1986,92,5785,21,0.09%,0.09%
25.08 - 28.08.2016,3,Джульетта (2016),787874,2446,121,6511,20,0.13%,0.12%
25.08 - 28.08.2016,3,Капитан Фантастик,793518,2971,165,4809,18,0.13%,0.16%
25.08 - 28.08.2016,3,МУЛЬТ в кино. Выпуск № 35,1006766,8876,948,1061,9,0.17%,0.91%
25.08 - 28.08.2016,3,Ледниковый период: Столкновение неизбежно,1010007,6299,400,2525,15,0.17%,0.38%
25.08 - 28.08.2016,3,Афера под прикрытием,1320044,3446,233,5665,14,0.22%,0.22%
25.08 - 28.08.2016,3,Любой ценой (2016),1420970,4643,543,2616,8,0.24%,0.52%
25.08 - 28.08.2016,3,Любовь и дружба,2112199,7577,558,3785,13,0.36%,0.53%
25.08 - 28.08.2016,3,Прекрасная планета 3D,2183666,9421,454,4809,20,0.37%,0.43%
18.08 - 21.08.2016,3,Тайная жизнь домашних животных. Миньоны против газона,585910310,2403313,51614,11351,46,67.61%,49.41%
18.08 - 21.08.2016,3,Парни со стволами,118227762,431883,13539,8732,31,13.64%,12.96%
18.08 - 21.08.2016,3,Отряд самоубийц,92447651,339865,14252,6486,23,10.67%,13.64%
18.08 - 21.08.2016,3,Пит и его дракон,34231907,157740,12175,2811,12,3.95%,11.65%
18.08 - 21.08.2016,3,Афера под прикрытием,6364340,19650,1875,3394,10,0.73%,1.79%
18.08 - 21.08.2016,3,ДИГГЕРЫ,4936461,22219,3710,1330,5,0.57%,3.55%
18.08 - 21.08.2016,3,Любовь и дружба,4710294,14751,1166,4039,12,0.54%,1.12%
18.08 - 21.08.2016,3,Любой ценой (2016),4643038,16271,1809,2566,8,0.54%,1.73%
18.08 - 21.08.2016,3,Светская жизнь,3950893,11261,485,8146,23,0.46%,0.46%
18.08 - 21.08.2016,3,Капитан Фантастик,1548220,5324,273,5671,19,0.18%,0.26%
18.08 - 21.08.2016,3,Месть от кутюр,377443,1411,106,3560,13,0.04%,0.10%
18.08 - 21.08.2016,3,Неоновый демон,389481,1340,68,5727,19,0.04%,0.07%
18.08 - 21.08.2016,3,Стартрек: Бесконечность,410507,2070,145,2831,14,0.05%,0.14%
18.08 - 21.08.2016,3,К черту на рога,622547,2201,338,1841,6,0.07%,0.32%
18.08 - 21.08.2016,3,И гаснет свет...,1078956,6020,276,3909,21,0.12%,0.26%
18.08 - 21.08.2016,3,МУЛЬТ в кино. Выпуск № 35,1185676,9994,802,1478,12,0.14%,0.77%
18.08 - 21.08.2016,3,Охотники за привидениями (2016),1282005,7368,654,1960,11,0.15%,0.63%
18.08 - 21.08.2016,3,Иллюзия обмана 2,1393513,6874,293,4756,23,0.16%,0.28%
18.08 - 21.08.2016,3,Джульетта (2016),1401546,4332,216,6488,20,0.16%,0.21%
18.08 - 21.08.2016,3,Ледниковый период: Столкновение неизбежно,1528145,8360,674,2267,12,0.18%,0.65%
11.08 - 14.08.2016,3,Отряд самоубийц,259506060,948330,33156,7826,28,40.65%,34.32%
11.08 - 14.08.2016,3,Тайная жизнь домашних животных. Миньоны против газона,190910121,659437,10247,18630,64,29.91%,10.61%
11.08 - 14.08.2016,3,Пит и его дракон,94008064,408391,23831,3944,17,14.73%,24.67%
11.08 - 14.08.2016,3,Афера под прикрытием,20605516,62117,3404,6053,18,3.23%,3.52%
11.08 - 14.08.2016,3,ДИГГЕРЫ,20485249,82972,11258,1819,7,3.21%,11.65%
11.08 - 14.08.2016,3,Охотники за привидениями (2016),11322049,53651,4591,2466,11,1.77%,4.75%
11.08 - 14.08.2016,3,Ледниковый период: Столкновение неизбежно,9890617,51716,2924,3382,17,1.55%,3.03%
11.08 - 14.08.2016,3,Светская жизнь,7300213,20655,703,10384,29,1.14%,0.73%
11.08 - 14.08.2016,3,И гаснет свет...,3950563,21273,873,4525,24,0.62%,0.90%
11.08 - 14.08.2016,3,Стартрек: Бесконечность,3929502,17363,1300,3022,13,0.62%,1.35%
11.08 - 14.08.2016,3,До встречи с тобой,606808,2801,169,3590,16,0.10%,0.17%
11.08 - 14.08.2016,3,Тарзан. Легенда,623982,2721,134,4656,20,0.10%,0.14%
11.08 - 14.08.2016,3,МУЛЬТ в кино. Выпуск № 34,701220,6210,686,1022,9,0.11%,0.71%
11.08 - 14.08.2016,3,Неоновый демон,769845,2779,150,5132,18,0.12%,0.16%
11.08 - 14.08.2016,3,Судная ночь 3,1179907,6187,521,2264,11,0.18%,0.54%
11.08 - 14.08.2016,3,Месть от кутюр,1461412,4640,348,4199,13,0.23%,0.36%
11.08 - 14.08.2016,3,Иллюзия обмана 2,2493030,11036,384,6492,28,0.39%,0.40%
11.08 - 14.08.2016,3,Капитан Фантастик,2606278,8429,410,6356,20,0.41%,0.42%
11.08 - 14.08.2016,3,К черту на рога,2639596,8985,1026,2572,8,0.41%,1.06%
11.08 - 14.08.2016,3,Джульетта (2016),3384437,10194,493,6864,20,0.53%,0.51%
04.08 - 07.08.2016,3,Отряд самоубийц,733924465,2639367,48264,15206,54,84.09%,52.35%
04.08 - 07.08.2016,3,Охотники за привидениями (2016),39972873,160855,14421,2771,11,4.58%,15.64%
04.08 - 07.08.2016,3,Ледниковый период: Столкновение неизбежно,34929502,170345,7916,4412,21,4.00%,8.59%
04.08 - 07.08.2016,3,Стартрек: Бесконечность,13490667,51761,4966,2716,10,1.55%,5.39%
04.08 - 07.08.2016,3,И гаснет свет...,10680209,48239,2667,4004,18,1.22%,2.89%
04.08 - 07.08.2016,3,Светская жизнь,8860347,24796,1024,8652,24,1.02%,1.11%
04.08 - 07.08.2016,3,Судная ночь 3,5884950,24560,2788,2110,8,0.67%,3.02%
04.08 - 07.08.2016,3,Джульетта (2016),5492305,16848,963,5703,17,0.63%,1.04%
04.08 - 07.08.2016,3,Иллюзия обмана 2,2932952,12861,501,5854,25,0.34%,0.54%
04.08 - 07.08.2016,3,Месть от кутюр,2425842,7261,561,4324,12,0.28%,0.61%
04.08 - 07.08.2016,3,Где дракон?,650883,4059,618,1053,6,0.07%,0.67%
04.08 - 07.08.2016,3,МУЛЬТ в кино. Выпуск № 34,744937,6484,770,967,8,0.09%,0.84%
04.08 - 07.08.2016,3,Полярные приключения,909040,5188,1000,909,5,0.10%,1.08%
04.08 - 07.08.2016,3,Мишки Буни: Тайна цирка,987829,5847,908,1087,6,0.11%,0.98%
04.08 - 07.08.2016,3,Большой и добрый великан,1156298,5505,295,3919,18,0.13%,0.32%
04.08 - 07.08.2016,3,Тарзан. Легенда,1551581,7228,329,4716,21,0.18%,0.36%
04.08 - 07.08.2016,3,Крутые меры,1733436,6410,961,1803,6,0.20%,1.04%
04.08 - 07.08.2016,3,До встречи с тобой,1778550,7876,453,3926,17,0.20%,0.49%
04.08 - 07.08.2016,3,Невероятный Блинки Билл,2236838,14013,1820,1229,7,0.26%,1.97%
04.08 - 07.08.2016,3,Неоновый демон,2393925,10335,974,2457,10,0.27%,1.06%
28.07 - 31.07.2016,3,Где дракон?,650883,4059,618,1053,6,0.07%,0.67%
28.07 - 31.07.2016,3,МУЛЬТ в кино. Выпуск № 34,744937,6484,770,967,8,0.09%,0.84%
28.07 - 31.07.2016,3,Полярные приключения,909040,5188,1000,909,5,0.10%,1.08%
28.07 - 31.07.2016,3,Мишки Буни: Тайна цирка,987829,5847,908,1087,6,0.11%,0.98%
28.07 - 31.07.2016,3,Большой и добрый великан,1156298,5505,295,3919,18,0.13%,0.32%
28.07 - 31.07.2016,3,Тарзан. Легенда,1551581,7228,329,4716,21,0.18%,0.36%
28.07 - 31.07.2016,3,Крутые меры,1733436,6410,961,1803,6,0.20%,1.04%
28.07 - 31.07.2016,3,До встречи с тобой,1778550,7876,453,3926,17,0.20%,0.49%
28.07 - 31.07.2016,3,Невероятный Блинки Билл,2236838,14013,1820,1229,7,0.26%,1.97%
28.07 - 31.07.2016,3,Неоновый демон,2393925,10335,974,2457,10,0.27%,1.06%
28.07 - 31.07.2016,3,Гений (2016),742487,2612,115,6456,22,0.18%,0.12%
28.07 - 31.07.2016,3,В поисках Дори. Песочник,907776,4123,283,3207,14,0.22%,0.30%
28.07 - 31.07.2016,3,Полтора шпиона,910601,3941,242,3762,16,0.22%,0.25%
28.07 - 31.07.2016,3,Случайно беременна,962724,3967,695,1385,5,0.23%,0.72%
28.07 - 31.07.2016,3,МУЛЬТ в кино. Выпуск № 34,1138865,9779,1030,1105,9,0.28%,1.07%
28.07 - 31.07.2016,3,Отмель,1293354,4948,366,3533,13,0.32%,0.38%
28.07 - 31.07.2016,3,Пеле: Рождение легенды,1970609,7046,861,2288,8,0.48%,0.90%
28.07 - 31.07.2016,3,Большой и добрый великан,2187868,10884,582,3759,18,0.53%,0.61%
