title,release_date_uais,magic_number,profit_uais,type_uais,age_restriction
Мэри Поппинс /По одноименной книге Памелы Трэверс/,,221226103.0,100.0,Видео,«0+» для любой зрительской аудитории
На крючке,,221004109.0,2095.0,Кино,"Зрителям, достигшим 14 лет"
Мюнхгаузен в России,,114019507.0,5940.0,Кино,Для любой зрительской аудитории
На юг на юг,,214025807.0,4050.0,Видео,Для любой зрительской аудитории
На ясный огонь.,,111001809.0,480.0,Кино,Детям до 12 лет просмотр фильма разрешен в сопровождении родителей
Набережная туманов,,221253801.0,6950.0,Видео,Для любой зрительской аудитории
Набережная туманов,,221126101.0,900.0,Видео,Для любой зрительской аудитории
Муравьишка-хвастунишка,,214004407.0,1920.0,Видео,Для любой зрительской аудитории
Мы из будущего,,111000608.0,10830.0,Кино,"Зрителям, достигшим 14 лет"
Мы из джаза,,21164103.0,320.0,Видео,Для любой зрительской аудитории
Не тот человек.,,221189203.0,1200.0,Видео,"Зрителям, достигшим 16 лет"
Мусульманин.,,111006505.0,1000.0,Кино,"Зрителям, достигшим 14 лет"
На войне как на войне.,,111044105.0,14790.0,Кино,Детям до 12 лет просмотр фильма разрешен в сопровождении родителей
"На помощь, братцы!",,211030908.0,280.0,Видео,Для любой зрительской аудитории
